npr1_db,metric1,npr2_db,metric2,amp
-27.128319,5.97565413e-01,-42.808182,0.00000000e+00,0.008
-27.066566,-4.19624865e-01,-42.881794,0.00000000e+00,0.008
-26.984623,3.51811498e-01,-42.848885,0.00000000e+00,0.008
-27.234596,-3.71136777e-02,-42.935715,0.00000000e+00,0.008
-26.994036,2.02418581e-01,-42.839325,0.00000000e+00,0.008
-27.079891,-1.14562690e-01,-42.825310,0.00000000e+00,0.008
-26.997738,4.62480813e-01,-42.890820,0.00000000e+00,0.008
-27.154842,0.00000000e+00,-42.795250,0.00000000e+00,0.008
-27.136940,0.00000000e+00,-42.801682,0.00000000e+00,0.008
-26.970211,0.00000000e+00,-42.911419,0.00000000e+00,0.008
-27.121048,0.00000000e+00,-42.810402,0.00000000e+00,0.008
-27.054426,0.00000000e+00,-42.776455,0.00000000e+00,0.008
-27.037012,0.00000000e+00,-42.897316,0.00000000e+00,0.008
-27.110567,0.00000000e+00,-42.883221,0.00000000e+00,0.008
-27.037437,0.00000000e+00,-42.817081,0.00000000e+00,0.008
-26.989067,0.00000000e+00,-42.793613,0.00000000e+00,0.008
-27.095366,0.00000000e+00,-42.836342,0.00000000e+00,0.008
-27.134592,0.00000000e+00,-42.804264,0.00000000e+00,0.008
-26.985641,0.00000000e+00,-42.888153,0.00000000e+00,0.008
-27.137009,0.00000000e+00,-42.837540,0.00000000e+00,0.008
-27.107243,0.00000000e+00,-42.849213,0.00000000e+00,0.008
-27.009422,0.00000000e+00,-42.933762,0.00000000e+00,0.008
-27.253035,0.00000000e+00,-42.840687,0.00000000e+00,0.008
-27.055698,0.00000000e+00,-42.882492,0.00000000e+00,0.008
-27.111420,0.00000000e+00,-42.811298,0.00000000e+00,0.008
-27.024620,0.00000000e+00,-42.861729,0.00000000e+00,0.008
-27.112867,0.00000000e+00,-42.764900,0.00000000e+00,0.008
-27.167444,0.00000000e+00,-42.868061,0.00000000e+00,0.008
-27.028416,0.00000000e+00,-42.842388,0.00000000e+00,0.008
-27.197346,0.00000000e+00,-42.853947,0.00000000e+00,0.008
-11.162329,-3.18830902e+02,-26.946907,1.23873146e+02,0.05
-11.129259,-6.07232483e+02,-26.930851,1.23837677e+02,0.05
-11.198385,1.90235949e+00,-26.907398,1.24773613e+02,0.05
-11.203457,-4.35492563e+00,-26.976393,1.24641273e+02,0.05
-11.274575,1.19264102e+00,-26.910851,1.22752663e+02,0.05
-11.233532,1.98166716e+00,-26.909409,1.24088448e+02,0.05
-11.053791,3.14557739e+02,-26.931696,1.24898376e+02,0.05
-11.093527,1.80084419e+00,-26.893513,1.22586090e+02,0.05
-11.231586,3.13088501e+02,-26.842966,1.24528099e+02,0.05
-11.111183,-3.07838750e+00,-26.854208,1.22345276e+02,0.05
-11.092106,4.21768761e+00,-26.897791,1.22631180e+02,0.05
-11.255857,-3.17764374e+02,-26.843060,1.21776436e+02,0.05
-11.150318,-2.84296322e+00,-26.852419,1.22895805e+02,0.05
-11.243621,1.23075628e+00,-26.916857,1.23927902e+02,0.05
-11.061255,3.09961987e+00,-26.922951,1.23341164e+02,0.05
-11.158567,-1.09115589e+00,-26.940521,1.21961723e+02,0.05
-11.171404,3.30858922e+00,-26.881390,1.22493828e+02,0.05
-11.222438,-3.53183770e+00,-26.851938,1.22971428e+02,0.05
-11.133419,2.19675803e+00,-26.951925,1.22086899e+02,0.05
-11.157223,1.77763319e+00,-26.846046,1.23586128e+02,0.05
-11.034943,-1.15375729e+01,-26.908459,1.23565140e+02,0.05
-11.291258,-1.90360987e+00,-26.900818,1.23182632e+02,0.05
-11.280218,3.17007751e+02,-26.957590,1.22246574e+02,0.05
-11.152798,5.79186279e+02,-26.993082,1.23725555e+02,0.05
-11.013075,-3.17857147e+02,-26.864584,1.21299515e+02,0.05
-11.294719,6.50922241e+02,-26.820339,1.23588890e+02,0.05
-11.028139,-1.45217228e+00,-26.943243,1.23246170e+02,0.05
-11.130936,-6.22139404e+02,-26.938965,1.22427788e+02,0.05
-11.147151,-6.20141602e+02,-26.899748,1.23669319e+02,0.05
-11.267701,4.66924489e-01,-26.940895,1.23334251e+02,0.05
-11.189308,-3.14800781e+02,-26.906258,1.23638771e+02,0.05
-11.107880,3.08710938e+02,-26.901279,1.23169502e+02,0.05
-11.049676,-1.27222979e+00,-26.938391,1.23924675e+02,0.05
-11.082600,2.60488701e+00,-26.988165,1.23925980e+02,0.05
-11.042985,-6.28415222e+02,-26.998745,1.23206718e+02,0.05
-11.184291,-4.65463448e+00,-26.957380,1.23743286e+02,0.05
-11.086075,-6.22926086e+02,-26.837723,1.25014267e+02,0.05
-11.140533,3.12729248e+02,-26.912844,1.23645203e+02,0.05
-11.300250,6.23930908e+02,-26.896656,1.23673256e+02,0.05
-11.078047,-2.90148926e+02,-26.915266,1.22645599e+02,0.05
-11.250777,-3.18335663e+02,-26.888464,1.23173943e+02,0.05
-5.187678,3.55078094e+02,-20.931744,1.23670769e+02,0.1
-5.135197,-2.68285537e+00,-20.936310,1.23819397e+02,0.1
-5.258001,6.14829834e+02,-20.892403,1.21954582e+02,0.1
-5.299872,1.05524647e+00,-20.889433,1.21625984e+02,0.1
-5.188196,-6.98220205e+00,-20.905134,1.22935822e+02,0.1
-5.106276,6.06259521e+02,-20.902786,1.20523026e+02,0.1
-5.216744,3.26129059e+02,-20.965900,1.24074715e+02,0.1
-5.257403,-8.53975236e-01,-20.830107,1.18857246e+02,0.1
-5.353056,-8.23311043e+00,-20.869659,1.23105408e+02,0.1
-5.144506,-6.26551819e+02,-20.935774,-5.76746765e+02,0.1
-5.227977,6.00672852e+02,-20.833057,1.22014946e+02,0.1
-4.976590,-6.30388784e+00,-20.929728,1.25146034e+02,0.1
-5.230346,-5.87118774e+02,-20.824711,1.23942169e+02,0.1
-4.950568,-6.11384277e+02,-20.984524,1.23102066e+02,0.1
-5.113597,5.97416321e+02,-20.841648,1.27201767e+02,0.1
-5.252890,6.96429062e+00,-21.004545,-5.79578186e+02,0.1
-5.196227,6.22464722e+02,-20.968910,1.21690346e+02,0.1
-5.205603,3.93702149e+00,-20.867626,1.22305573e+02,0.1
-5.077021,3.22375244e+02,-20.878393,1.23930077e+02,0.1
-5.168920,-1.01107941e+01,-20.892120,1.24117493e+02,0.1
-5.106974,2.65495392e+02,-20.846073,1.23158699e+02,0.1
-5.141687,-1.02314091e+01,-20.871096,1.23684639e+02,0.1
-5.222663,7.84667635e+00,-20.906723,-5.77544556e+02,0.1
-5.271118,2.86962585e+02,-20.791767,1.15904243e+02,0.1
-5.065600,-2.71007013e+00,-20.861893,1.20484749e+02,0.1
-5.111856,2.73182344e+00,-20.910400,-5.80322815e+02,0.1
-5.094446,-4.25073624e+00,-20.869358,1.22511971e+02,0.1
-5.220829,-6.10177279e+00,-20.892191,1.23544716e+02,0.1
-5.104889,1.29667902e+00,-20.833685,1.21799599e+02,0.1
-5.253335,-5.91447632e+02,-20.800226,1.24650993e+02,0.1
-5.222841,-1.29341135e+01,-20.945444,1.23925903e+02,0.1
-5.205419,-2.81351000e-01,-20.882120,1.26214600e+02,0.1
-5.273491,-6.33938965e+02,-20.845690,1.23120689e+02,0.1
-5.072743,-2.60742164e+00,-20.911386,1.17909042e+02,0.1
-5.034735,3.09677826e+02,-20.810263,1.21190186e+02,0.1
-5.154534,-9.14453804e-01,-20.875376,1.21777031e+02,0.1
-5.041162,-1.25548983e+01,-20.881001,1.20000305e+02,0.1
-5.128785,-6.35570190e+02,-20.972488,1.21864113e+02,0.1
-5.290794,-6.23208374e+02,-20.930605,1.25595932e+02,0.1
-5.075250,-4.69006157e+00,-20.896185,1.25955963e+02,0.1
-5.106116,2.87808289e+02,-20.954117,1.20069107e+02,0.1
-5.121723,-7.88744509e-01,-20.888313,1.22116096e+02,0.1
-5.298252,1.13534422e+01,-20.888817,1.22904900e+02,0.1
-5.246419,3.73925257e+00,-20.837404,1.22284294e+02,0.1
-5.049963,-3.15384125e+02,-20.820686,1.25739006e+02,0.1
-5.101878,-3.56519771e+00,-20.888557,1.20581032e+02,0.1
-5.008154,3.31519806e+02,-20.832108,1.23538116e+02,0.1
-5.194623,-7.62188613e-01,-20.958185,1.22745468e+02,0.1
-5.207414,-1.34827459e+00,-20.906597,1.19247429e+02,0.1
-5.208286,-8.06558990e+00,-20.842640,1.20767593e+02,0.1
-5.034810,3.07728119e+02,-20.922556,1.24768936e+02,0.1
-5.051476,2.98124719e+00,-20.820580,1.25519478e+02,0.1
0.961739,-6.60044074e-01,-14.906945,-5.73954956e+02,0.2
0.855666,-1.03150616e+01,-14.865536,1.29011658e+02,0.2
0.833713,3.31616791e+02,-14.886696,1.28560242e+02,0.2
0.974647,2.42762337e+01,-14.803934,-5.78759399e+02,0.2
0.861738,-3.06637955e+01,-14.823547,1.29783783e+02,0.2
0.980499,-4.60095367e+02,-14.905461,1.19160522e+02,0.2
0.812679,3.14650177e+02,-14.916723,1.21773605e+02,0.2
0.976175,-2.54961103e-01,-14.892882,-5.82418396e+02,0.2
0.834462,-3.17849548e+02,-14.766007,-5.71205688e+02,0.2
0.741066,9.62872863e-01,-14.790882,1.15474899e+02,0.2
0.756781,-6.39734924e+02,-14.932356,1.19891373e+02,0.2
0.807269,2.14323854e+00,-14.834647,-5.76825684e+02,0.2
0.964693,2.55166168e+01,-14.821234,-5.83924988e+02,0.2
0.936608,4.92750488e+02,-14.990674,1.20339279e+02,0.2
0.783121,3.59255951e+02,-14.948149,1.28312729e+02,0.2
0.835795,-4.15829041e+02,-14.878999,1.12567131e+02,0.2
0.791286,5.88494690e+02,-15.031624,-7.69045868e+01,0.2
0.898835,-6.35859253e+02,-14.845881,-5.75429321e+02,0.2
0.769764,-2.38426620e+02,-14.900639,-5.78407104e+02,0.2
0.867051,-3.17663025e+02,-14.893005,1.25061790e+02,0.2
0.944137,-5.95438599e+02,-14.874730,-5.71278198e+02,0.2
0.918725,-3.42947388e+02,-14.921217,-5.76078491e+02,0.2
0.883323,-2.84240295e+02,-14.760791,-5.80377869e+02,0.2
0.717261,3.59873779e+02,-14.917468,1.19821266e+02,0.2
0.822511,-7.52978516e+00,-14.876200,1.23536201e+02,0.2
0.911121,-2.88218933e+02,-14.838390,-5.78446106e+02,0.2
0.955525,-3.33683193e-01,-14.886850,1.23036507e+02,0.2
0.787335,-2.94957245e+02,-14.891582,1.22319534e+02,0.2
0.914650,-2.92067993e+02,-14.782604,-5.75883118e+02,0.2
0.909703,-6.85181499e-01,-14.901096,1.25181137e+02,0.2
0.907772,2.61501434e+02,-14.833430,1.23411316e+02,0.2
0.938357,-3.04813354e+02,-14.869452,1.19580811e+02,0.2
0.813649,1.81455350e+00,-14.851934,1.22975204e+02,0.2
0.802154,-2.79630829e+02,-14.769897,1.20623810e+02,0.2
0.935531,-3.40448120e+02,-14.879238,-5.78831665e+02,0.2
0.945024,2.16274979e+02,-14.719187,1.26040276e+02,0.2
0.987138,3.01025330e+02,-14.814254,1.26347572e+02,0.2
0.926007,-3.40513947e+02,-14.914476,1.17131599e+02,0.2
0.880278,6.01424805e+02,-14.976388,1.20618530e+02,0.2
0.899262,-3.09519470e+02,-14.832206,1.19250046e+02,0.2
0.925571,-3.80531433e+02,-14.948185,-5.71211426e+02,0.2
0.762004,-5.61994873e+02,-14.901373,1.27771126e+02,0.2
0.813419,1.81197796e+01,-14.886057,1.17196121e+02,0.2
0.861513,6.46993713e+02,-14.836469,1.25733025e+02,0.2
0.845214,2.77582741e+01,-14.962542,1.23129265e+02,0.2
0.848864,-1.42302933e+01,-14.838577,1.28365997e+02,0.2
0.920536,-5.74980042e+02,-14.841311,1.19584824e+02,0.2
0.955534,-7.23211853e+02,-14.920282,1.24916031e+02,0.2
0.953965,2.81027008e+02,-14.847756,1.23578537e+02,0.2
0.995119,3.82094193e+01,-14.787790,1.20577133e+02,0.2
4.621381,-4.06075684e+02,-11.424047,-5.70993164e+02,0.3
4.294946,-6.63493164e+02,-11.370717,1.31674545e+02,0.3
4.383756,-3.11602173e+02,-11.311655,1.19891678e+02,0.3
4.409263,4.56778656e+02,-11.335403,1.20825211e+02,0.3
4.333947,-3.21382904e+02,-11.383453,1.29375229e+02,0.3
4.416508,-2.78732910e+02,-11.335550,-5.74492676e+02,0.3
4.262784,2.92041138e+02,-11.261637,1.24050896e+02,0.3
4.256555,6.06432983e+02,-11.322458,1.28968674e+02,0.3
4.445234,3.09003418e+02,-11.402974,1.16327461e+02,0.3
4.376680,-3.08231293e+02,-11.309862,1.27232643e+02,0.3
4.315916,-3.49956451e+02,-11.311996,-5.80285400e+02,0.3
4.390817,-3.52018341e+02,-11.446811,-5.74176270e+02,0.3
4.371399,2.54571400e+01,-11.312890,-2.75588531e+02,0.3
4.541818,-3.06938416e+02,-11.363698,1.19276543e+02,0.3
4.455730,2.05863983e+02,-11.315456,-5.89009644e+02,0.3
4.329599,-8.02608871e+00,-11.412245,1.17497253e+02,0.3
4.494259,2.48879986e+01,-11.356921,1.19198494e+02,0.3
4.329138,3.52964081e+02,-11.327313,1.16631119e+02,0.3
4.528442,6.18010681e+02,-11.359760,1.29231781e+02,0.3
4.219930,2.74099121e+02,-11.267845,-5.85969177e+02,0.3
4.269920,1.92427769e+01,-11.301145,1.22299080e+02,0.3
4.256724,2.05901306e+02,-11.314536,-3.83011597e+02,0.3
4.436775,-4.23215057e+02,-11.369064,1.12981339e+02,0.3
4.524502,-3.10992340e+02,-11.304693,1.23336494e+02,0.3
4.463054,-5.92774231e+02,-11.369392,-3.91797729e+02,0.3
4.294810,3.33185577e+02,-11.329779,1.23583199e+02,0.3
4.532886,-2.45605576e+02,-11.370972,-5.70084473e+02,0.3
4.309970,-2.78337158e+02,-11.366261,1.25393257e+02,0.3
4.485610,3.03691254e+02,-11.346598,-5.77511414e+02,0.3
4.304011,5.58899597e+02,-11.309553,1.28204300e+02,0.3
4.445327,-2.87428009e+02,-11.298286,1.18574440e+02,0.3
4.482569,-5.69982727e+02,-11.390882,1.23590988e+02,0.3
4.351931,-4.17125458e+02,-11.355869,1.30329865e+02,0.3
4.285386,5.78804382e+02,-11.305679,-5.79054688e+02,0.3
4.491176,-6.53727783e+02,-11.446820,1.16160545e+02,0.3
4.394523,-3.30921112e+02,-11.369780,-5.83752136e+02,0.3
4.366464,-2.53963501e+02,-11.324234,1.29637833e+02,0.3
4.412978,-5.04315491e+02,-11.290870,1.26767609e+02,0.3
4.514818,4.43219604e+02,-11.345444,-3.94884125e+02,0.3
4.394110,3.04942505e+02,-11.360380,2.96697571e+02,0.3
4.427011,-2.73717712e+02,-11.362326,-5.76874329e+02,0.3
4.387393,-7.65229607e+00,-11.332077,-5.76732300e+02,0.3
4.357023,6.78544434e+02,-11.408934,-5.80337097e+02,0.3
4.342377,3.19443085e+02,-11.367380,1.24798912e+02,0.3
4.509792,3.31197357e+02,-11.331853,1.19662560e+02,0.3
4.421433,5.51007233e+01,-11.255095,1.22664909e+02,0.3
4.317282,3.53498627e+02,-11.286457,-3.86578278e+02,0.3
4.318615,3.67279968e+02,-11.261157,-5.78964050e+02,0.3
4.417729,-3.21467712e+02,-11.379160,1.22509720e+02,0.3
4.311629,2.75037262e+02,-11.257277,-5.80706787e+02,0.3
4.338443,-3.18248138e+02,-11.339373,-5.80241516e+02,0.3
4.426892,-5.42930054e+02,-11.357071,1.25907448e+02,0.3
4.505365,-5.50073059e+02,-11.440586,-3.87419373e+02,0.3
4.490572,3.84010406e+02,-11.329700,-5.75234375e+02,0.3
4.483481,-3.19890442e+02,-11.304337,1.21853844e+02,0.3
4.360588,3.16259064e+02,-11.431213,5.50133018e+01,0.3
6.961637,3.90585541e+02,-8.807356,-2.71647614e+02,0.4
6.888386,-3.10828857e+02,-8.850600,1.27983177e+02,0.4
6.857315,-3.29371521e+02,-8.854291,1.10482170e+02,0.4
6.995180,-5.12276855e+02,-8.777776,1.30758179e+02,0.4
6.997721,-2.99630066e+02,-8.727407,-3.90388855e+02,0.4
6.822331,-3.82997589e+01,-8.812442,1.28476471e+02,0.4
6.813842,3.07635376e+02,-8.870760,1.27917091e+02,0.4
6.934495,-3.22510864e+02,-8.855825,-2.45664883e+01,0.4
6.844334,5.09780731e+02,-8.846488,-5.65694824e+02,0.4
6.860395,-2.37943848e+02,-8.924690,1.24414543e+02,0.4
6.814250,-5.90794556e+02,-8.789330,-5.62763245e+02,0.4
6.742844,3.40337769e+02,-8.837529,-3.88388245e+02,0.4
6.999806,-3.09073822e+02,-8.888031,-5.91783875e+02,0.4
6.878456,1.11406078e+01,-8.914557,4.53052673e+01,0.4
6.823771,-3.63261104e+00,-8.830533,-5.81154785e+02,0.4
6.847937,4.62153076e+02,-8.915493,1.37583832e+02,0.4
6.950588,-4.28488998e+01,-8.875036,-5.71646179e+02,0.4
6.831102,-4.51875610e+01,-8.899709,-2.63419037e+02,0.4
6.980587,5.40374390e+02,-8.850922,-5.84590759e+02,0.4
6.950285,3.15769745e+02,-8.848780,1.33181473e+02,0.4
7.016926,-6.71357040e+01,-8.890385,1.23251419e+02,0.4
6.853468,3.16164948e+02,-8.916245,-4.08158051e+02,0.4
6.833267,2.65088318e+02,-8.826447,1.15371002e+02,0.4
6.971272,-5.19505432e+02,-8.865968,-3.91743500e+02,0.4
6.855748,-4.51056366e+02,-8.729273,2.80416748e+02,0.4
6.900369,3.33314423e+02,-8.769723,-3.90514221e+02,0.4
6.862465,-4.93428772e+02,-8.824297,1.22349541e+02,0.4
6.854094,-5.90620850e+02,-8.902672,4.32576332e+01,0.4
6.740193,5.71871521e+02,-8.918200,-4.00167297e+02,0.4
6.782086,-2.43385544e+02,-8.782758,-7.46422577e+01,0.4
6.929780,-4.15233398e+02,-8.815798,-5.61451233e+02,0.4
7.027220,-6.29342102e+02,-8.864874,-3.91522766e+02,0.4
6.775281,-5.67828857e+02,-8.825576,-3.97630768e+02,0.4
6.835059,3.22941559e+02,-8.855564,1.41944916e+02,0.4
6.998907,9.62549133e+01,-8.873355,1.27750656e+02,0.4
6.916056,3.13196106e+02,-8.897366,-5.88582458e+02,0.4
6.776123,6.12171509e+02,-8.908209,-3.86169373e+02,0.4
6.841683,3.76780060e+02,-8.870923,-5.69836243e+02,0.4
7.026500,9.53502579e+01,-8.877149,2.35156128e+02,0.4
6.941567,7.11049561e+02,-8.802998,1.22392525e+02,0.4
6.995893,-2.26269989e+02,-8.775425,2.32945648e+02,0.4
6.821222,-3.14598480e+02,-8.893556,1.22945244e+02,0.4
7.024975,6.14022583e+02,-8.844254,1.33515518e+02,0.4
